REF_DATE,GEO,DGUID,GeoID (derived),Type of shelter,Target population,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016,Newfoundland and Labrador,2016A000210,10,Emergency,Family,Number of shelters,Number,223,units ,0,v113743853,2.1.5.1,1,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Emergency,Family,Number of beds,Number,223,units ,0,v113743854,2.1.5.2,12,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743855,2.2.1.1,2,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743856,2.2.1.2,74,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743857,2.2.2.1,1,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743858,2.2.2.2,2,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743859,2.2.3.1,2,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743860,2.2.3.2,12,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743861,2.2.4.1,2,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743862,2.2.4.2,25,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743863,2.2.5.1,0,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743864,2.2.5.2,0,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743865,2.3.3.1,19,,,,0
2016,Newfoundland and Labrador,2016A000210,10,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743866,2.3.3.2,136,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743867,3.1.1.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,General - both genders,Number of beds,Number,223,units ,0,v113743868,3.1.1.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,General - males,Number of shelters,Number,223,units ,0,v113743869,3.1.2.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,General - males,Number of beds,Number,223,units ,0,v113743870,3.1.2.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,General - females,Number of shelters,Number,223,units ,0,v113743871,3.1.3.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,General - females,Number of beds,Number,223,units ,0,v113743872,3.1.3.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,Youth,Number of shelters,Number,223,units ,0,v113743873,3.1.4.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,Youth,Number of beds,Number,223,units ,0,v113743874,3.1.4.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,Family,Number of shelters,Number,223,units ,0,v113743875,3.1.5.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Emergency,Family,Number of beds,Number,223,units ,0,v113743876,3.1.5.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743877,3.2.1.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743878,3.2.1.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743879,3.2.2.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743880,3.2.2.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743881,3.2.3.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743882,3.2.3.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743883,3.2.4.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743884,3.2.4.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743885,3.2.5.1,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743886,3.2.5.2,0,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743887,3.3.3.1,1,,,,0
2016,"Carbonear, Newfoundland and Labrador",2011A00051001370,1001370,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743888,3.3.3.2,15,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743889,4.1.1.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,General - both genders,Number of beds,Number,223,units ,0,v113743890,4.1.1.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,General - males,Number of shelters,Number,223,units ,0,v113743891,4.1.2.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,General - males,Number of beds,Number,223,units ,0,v113743892,4.1.2.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,General - females,Number of shelters,Number,223,units ,0,v113743893,4.1.3.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,General - females,Number of beds,Number,223,units ,0,v113743894,4.1.3.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,Youth,Number of shelters,Number,223,units ,0,v113743895,4.1.4.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,Youth,Number of beds,Number,223,units ,0,v113743896,4.1.4.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,Family,Number of shelters,Number,223,units ,0,v113743897,4.1.5.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Emergency,Family,Number of beds,Number,223,units ,0,v113743898,4.1.5.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743899,4.2.1.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743900,4.2.1.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743901,4.2.2.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743902,4.2.2.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743903,4.2.3.1,1,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743904,4.2.3.2,4,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743905,4.2.4.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743906,4.2.4.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743907,4.2.5.1,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743908,4.2.5.2,0,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743909,4.3.3.1,2,,,,0
2016,"Corner Brook, Newfoundland and Labrador",2011A00051005018,1005018,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743910,4.3.3.2,33,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743911,5.1.1.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,General - both genders,Number of beds,Number,223,units ,0,v113743912,5.1.1.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,General - males,Number of shelters,Number,223,units ,0,v113743913,5.1.2.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,General - males,Number of beds,Number,223,units ,0,v113743914,5.1.2.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,General - females,Number of shelters,Number,223,units ,0,v113743915,5.1.3.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,General - females,Number of beds,Number,223,units ,0,v113743916,5.1.3.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,Youth,Number of shelters,Number,223,units ,0,v113743917,5.1.4.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,Youth,Number of beds,Number,223,units ,0,v113743918,5.1.4.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,Family,Number of shelters,Number,223,units ,0,v113743919,5.1.5.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Emergency,Family,Number of beds,Number,223,units ,0,v113743920,5.1.5.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743921,5.2.1.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743922,5.2.1.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743923,5.2.2.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743924,5.2.2.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743925,5.2.3.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743926,5.2.3.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743927,5.2.4.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743928,5.2.4.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743929,5.2.5.1,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743930,5.2.5.2,0,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743931,5.3.3.1,7,,,,0
2016,"Gander, Newfoundland and Labrador",2011A00051006009,1006009,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743932,5.3.3.2,37,,,,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743933,6.1.1.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,General - both genders,Number of beds,Number,223,units ,0,v113743934,6.1.1.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,General - males,Number of shelters,Number,223,units ,0,v113743935,6.1.2.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,General - males,Number of beds,Number,223,units ,0,v113743936,6.1.2.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,General - females,Number of shelters,Number,223,units ,0,v113743937,6.1.3.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,General - females,Number of beds,Number,223,units ,0,v113743938,6.1.3.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,Youth,Number of shelters,Number,223,units ,0,v113743939,6.1.4.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,Youth,Number of beds,Number,223,units ,0,v113743940,6.1.4.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,Family,Number of shelters,Number,223,units ,0,v113743941,6.1.5.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Emergency,Family,Number of beds,Number,223,units ,0,v113743942,6.1.5.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743943,6.2.1.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743944,6.2.1.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743945,6.2.2.1,1,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743946,6.2.2.2,2,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743947,6.2.3.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743948,6.2.3.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743949,6.2.4.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743950,6.2.4.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743951,6.2.5.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743952,6.2.5.2,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743953,6.3.3.1,0,,,t,0
2016,"Goose Bay, Newfoundland and Labrador",,,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743954,6.3.3.2,0,,,t,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743955,7.1.1.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,General - both genders,Number of beds,Number,223,units ,0,v113743956,7.1.1.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,General - males,Number of shelters,Number,223,units ,0,v113743957,7.1.2.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,General - males,Number of beds,Number,223,units ,0,v113743958,7.1.2.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,General - females,Number of shelters,Number,223,units ,0,v113743959,7.1.3.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,General - females,Number of beds,Number,223,units ,0,v113743960,7.1.3.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,Youth,Number of shelters,Number,223,units ,0,v113743961,7.1.4.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,Youth,Number of beds,Number,223,units ,0,v113743962,7.1.4.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,Family,Number of shelters,Number,223,units ,0,v113743963,7.1.5.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Emergency,Family,Number of beds,Number,223,units ,0,v113743964,7.1.5.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743965,7.2.1.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743966,7.2.1.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743967,7.2.2.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743968,7.2.2.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743969,7.2.3.1,1,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743970,7.2.3.2,8,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743971,7.2.4.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743972,7.2.4.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743973,7.2.5.1,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743974,7.2.5.2,0,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743975,7.3.3.1,1,,,,0
2016,"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,1010025,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743976,7.3.3.2,10,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743977,8.1.1.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,General - both genders,Number of beds,Number,223,units ,0,v113743978,8.1.1.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,General - males,Number of shelters,Number,223,units ,0,v113743979,8.1.2.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,General - males,Number of beds,Number,223,units ,0,v113743980,8.1.2.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,General - females,Number of shelters,Number,223,units ,0,v113743981,8.1.3.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,General - females,Number of beds,Number,223,units ,0,v113743982,8.1.3.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,Youth,Number of shelters,Number,223,units ,0,v113743983,8.1.4.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,Youth,Number of beds,Number,223,units ,0,v113743984,8.1.4.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,Family,Number of shelters,Number,223,units ,0,v113743985,8.1.5.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Emergency,Family,Number of beds,Number,223,units ,0,v113743986,8.1.5.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,General - both genders,Number of shelters,Number,223,units ,0,v113743987,8.2.1.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,General - both genders,Number of beds,Number,223,units ,0,v113743988,8.2.1.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,General - males,Number of shelters,Number,223,units ,0,v113743989,8.2.2.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,General - males,Number of beds,Number,223,units ,0,v113743990,8.2.2.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,General - females,Number of shelters,Number,223,units ,0,v113743991,8.2.3.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,General - females,Number of beds,Number,223,units ,0,v113743992,8.2.3.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,Youth,Number of shelters,Number,223,units ,0,v113743993,8.2.4.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,Youth,Number of beds,Number,223,units ,0,v113743994,8.2.4.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,Family,Number of shelters,Number,223,units ,0,v113743995,8.2.5.1,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Transitional Housing,Family,Number of beds,Number,223,units ,0,v113743996,8.2.5.2,0,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Violence Against Women,General - females,Number of shelters,Number,223,units ,0,v113743997,8.3.3.1,1,,,,0
2016,"Hopedale, Newfoundland and Labrador",2011A00051011030,1011030,Violence Against Women,General - females,Number of beds,Number,223,units ,0,v113743998,8.3.3.2,0,,,,0
2016,"Labrador City, Newfoundland and Labrador",2011A00051010032,1010032,Emergency,General - both genders,Number of shelters,Number,223,units ,0,v113743999,9.1.1.1,0,,,,0
